h_single_phase,h_evaporation,h_condensation,h_supercritical,f_single_phase,f_evaporation,f_condensation,f_supercritical,beta,phi,gamma,eta_is,Q,alpha,T1_prime,T3_prime,T5_prime,log_A_evap_LT,log_A_evap_MT,log_A_GasCooler,log_A_recup_LT,log_A_recup_MT
1.074507122951685,0.9304873460781308,1.219847315338233,0.9097440081655904,1.1107699869993115,1.0486125954092191,0.9281238643232064,1.054209340826262,57.22699421778279,1.2266807513020848,0.4955870325083883,0.7385819407825038,22848.40494377468,0.7428252270553004,280.5557954010882,321.05345580818897,353.3088325543031,-0.8463698329062355,0.2091816839882574,-0.4076175170407863,-1.8581219100732007,-0.6230366049263196
1.2284544784612037,0.7130079633013303,0.7862877720679815,0.841343360656615,0.9548344456616068,1.0917514433261302,0.8205690063878994,1.2346965483721009,52.66653415629146,1.1373140117772071,0.6221461166512687,0.6906037917790355,25026.79023228861,0.6308098076643588,282.4803702079971,315.8847069260107,359.2540162319892,-0.3109086433842464,-0.3363833579785413,1.1842427694280542,-1.9283036590156013,-0.9230201394308412
0.964879456457623,0.915656870613854,1.0166383884564798,0.8168734525043466,0.8920233687407937,1.1396920178674297,1.2034360042856234,1.1232853756562835,32.30939729486379,1.20786844838313,0.5521494605155132,0.7443564165441922,22786.464642366114,0.6141081743059298,290.56785886376485,310.90041888291984,352.987045818009,0.796660873160557,-0.1829197850477218,1.517222256577596,-1.6928329953906227,-0.7161738896343259
1.2368819223261087,0.8480753319498364,0.8273509633866546,1.0313295392507134,0.9309041843560318,0.8741173715166042,0.98919848176295,1.0130570602357256,38.69254358741304,1.2614880310328125,0.5334822006297558,0.7424894589884222,29082.65885966654,0.4338915663596266,292.30128723684567,314.97132702100515,350.012055356118,0.8393587309758793,-0.0945775864955769,0.1825673792224258,-0.902191398129952,-0.3183619283355685
0.8801157464205323,0.6873585451107267,1.1270296879661743,1.1752703802870736,0.8430040381585548,1.2515128285017467,0.993807570087239,1.0998478004116743,56.95908722977296,1.1413660813365574,0.4823548183238345,0.60092538397847,28364.99707194669,0.509134496010462,279.6033882369362,318.37159742290373,356.30882062528457,0.2197326256757729,-0.555798175861952,-0.13617691709498,-1.4857826603719158,-0.8522301104456587
0.9735765078677564,1.274306375419742,1.3303421409873726,1.359887335520921,0.788558158299873,0.9566892281890956,1.0459601249284085,0.8881433165452635,37.48190251584237,1.1152178195724434,0.5271291203664197,0.6200847600178563,25716.768064042102,0.3800174543444143,291.3653972285435,323.2014551732971,352.09184996114533,-0.4156848506330903,-0.9734602031545636,1.1103703114460026,-1.5936199129419089,-0.8332086063503605
0.9859802135814992,0.9314022732924506,0.9118800661639545,0.8230390926669224,1.0771225485224771,1.0248115639681046,0.7697761780424561,1.295977981190862,40.62573540028441,1.22825693150933,0.5539151526601567,0.63188906292,27811.189735537668,0.5208175120955512,297.9849936277648,311.4664699540116,349.92314115805823,-0.1032899585578453,-0.0244969347964104,0.2594110144292078,-1.282246922618948,-0.4138131503226648
1.2347666633990388,0.8344493298350839,0.7812303956445694,1.213167210285437,1.0204262971515183,1.102912274515917,1.121551419884772,1.0958004046087464,38.38459772901463,1.2359418678036378,0.5007179304932226,0.6398576265799416,23492.71128896234,0.4758822811552919,288.4863087338957,327.32916000721,357.45120027901896,0.5518245835645983,-0.3317542768343757,0.6454268376896093,-1.242956088185024,-0.7024700565271436
0.9411548902854416,1.0829860986975504,0.6644281866332853,1.0622102483082831,0.7310186300574362,1.1146665794715946,1.15803080594758,0.838094663721521,51.390003839457805,1.2431161780265358,0.5382207733058147,0.6691469507665417,21056.11407675454,0.4325383984716624,293.25176492424373,323.5860359106759,350.211946310418,-0.3394094442320059,-0.6019316419754525,-0.0984447336363276,-1.495522252673008,-0.9515440979837564
1.1225000498724789,1.0337880880657102,0.9551236599346752,0.7497545673636421,0.9524890164244052,1.0267203796325377,1.0445051339803462,1.2279095929459714,57.02849659862448,1.2695052055408975,0.4515136835372068,0.7234473222223583,22876.5598726544,0.5406983176670792,287.8584073627931,321.5525429058304,356.98056144761085,-0.2593772712871748,-0.1103943586748303,1.2107842858566924,-1.29527041413813,-0.5896046852781296
