h_single_phase,h_evaporation,h_condensation,f_single_phase,f_evaporation,f_condensation,beta,phi,gamma,eta_is,Q,T1_prime,T4_prime,log_A_evap,log_A_cond
1.074507122951685,0.9304873460781308,1.219847315338233,0.9097440081655904,1.1107699869993115,1.0486125954092191,39.92694074557947,1.2521570097233794,0.5128711962152654,0.7359395304685146,23180.03474971864,281.14730734667364,313.0949701178477,0.9605066930809396,0.8090746414303343
0.9792603548243224,0.9301405369644616,0.9661335549270196,1.2778417276763403,1.0257052421784956,0.9422376579375524,31.90675050858071,1.2122554395138991,0.5517141382329406,0.7116240759128833,21100.51924527677,285.50230342807254,309.1675661963354,1.7584459198932574,1.1218731752263704
1.097153280715104,1.036294340734905,1.0101292307031886,0.99797541628931,0.982652757641764,0.8984616999541062,39.32946965146986,1.2541934359909122,0.6315132947852187,0.6766807513020847,22279.35162541942,297.6081940782504,308.84680988754934,0.9452128658282904,0.8249755441689336
1.2284544784612037,0.7130079633013303,0.7862877720679815,0.841343360656615,0.9548344456616068,1.0917514433261302,39.755499660802414,1.198759119272878,0.499858445829775,0.7242921180375436,24271.077886262563,285.2140586404151,303.8877389470906,1.8805278656735755,1.1979198132005648
0.9648769937914996,0.741262325123045,0.9183425913212226,1.1233817368154784,0.7782217014448859,1.1546499283743927,51.88818535014192,1.2045465658763987,0.532076584607126,0.710734415379823,28180.14765922493,289.1258124348673,315.34128667959794,1.090427637225366,1.1432631248994043
0.964879456457623,0.915656870613854,1.0166383884564798,0.8168734525043466,0.8920233687407937,1.1396920178674297,49.12672414065639,1.18550820367171,0.6011102277086098,0.5873140117772072,28607.30583256344,292.81037917790354,313.2035804645772,0.5873541265237574,1.028870983171581
1.2368819223261087,0.8480753319498364,0.8273509633866546,1.0313295392507134,0.9309041843560318,0.8741173715166042,56.616382277289794,1.1050838253488189,0.4957596330983245,0.7285117996979955,20069.521305311908,286.0225920475859,304.1795750249998,0.3587441972496928,0.892491329903265
1.1151152093729364,1.047137099889291,1.0563547027518507,0.7060494814180337,1.1585683339328374,0.9536181436223178,44.16644775485848,1.121578285398661,0.4653959819657586,0.6578684483831302,25107.473025775656,298.1856416544192,308.72292928473223,0.2790802038197135,0.8709613772152444
0.9295788421097572,0.8637963886718184,0.9099041965121792,0.8007720926652354,1.051542743435269,1.0496895147105345,33.58782737814905,1.1062858371373467,0.5079502905827536,0.7114880310328126,24174.11003148779,297.99894589884224,321.31531771933305,0.7884534641402118,1.532076076932044
1.0813840065378948,0.7881544447997063,0.9562459375310084,1.0295291853803683,0.7355439766955899,1.146331769068354,51.39734361668985,1.227282082252756,0.4822442574508009,0.7292182599846987,22221.078104707303,283.7856459165073,307.9412378133394,0.7360389601588881,0.7515242018052678
1.0779213760921242,0.9381772636093324,1.0371314716919262,1.1123205874252624,1.0553750955395051,1.1936608161367304,46.56175318649679,1.1388340872723024,0.4884567562130087,0.64908666607953,28297.43775755412,281.0078116627235,318.7490093740953,0.7951626887566994,1.055137540384806
0.8096874428867646,0.9515961041494596,1.009070250881969,1.1851104598949518,1.086481016704829,1.060890608333204,57.66504791477018,1.131622832020511,0.5223651671299632,0.6608628324866134,21010.470241581832,295.9315276310489,314.14746745966323,0.3247995575836168,0.8610338076451841
1.0360630039294316,1.078371579524179,1.01605599481512,1.165132425623674,0.9887407376244716,1.1746313709788838,32.32027163014795,1.1031932954808392,0.4622649614924691,0.6005263669014644,25415.517068828274,295.5056474949494,306.81577876080905,0.6645540096119639,1.3295247402689836
0.8794063852303022,0.9487140701544522,0.7203912709084677,0.826679079480686,1.104340265010971,1.0455735002847462,52.22368362405486,1.289124442503955,0.6052678715120177,0.6677283366862274,22152.24366160685,280.0502528773408,316.0137212347628,0.5867720219410372,1.2577698564265127
1.0026016149440378,0.9557568237013276,1.0822514133688923,1.0438193895120282,1.0395788527563783,1.050302839454289,39.36221867375773,1.2686838492314354,0.5504841946446994,0.6346291598500182,20908.75379126332,294.75444203409006,315.55630235108134,0.9193426919643974,0.8278713528211555
1.059159074647075,1.0058972312886436,1.115524513239044,1.107296058603588,0.9845903898748652,1.0053877757116656,59.20810619126237,1.144427943870641,0.6137092553998108,0.6646926904217171,29442.40193434302,286.6888443061032,309.07926592261447,0.6442896126184369,0.8190620622975667
1.1918698396079186,1.1671056281829209,0.8898789058788864,0.7761948552727187,1.022553392103825,1.0355136178231117,41.1764807897186,1.2302714086578663,0.5377970805637688,0.6138617615520144,27816.00581893005,285.62224774537026,316.5223101178825,0.6140624452045156,1.175320234897547
1.098960456157231,0.97729222142559,0.967097678084804,1.074600061350622,0.9920944159486385,1.28367013444595,45.645384680654864,1.1662817322036734,0.5222775462108196,0.7315116939523484,24360.40482532638,281.0217153754982,322.59518288124127,0.5129731072660206,0.9912340378888372
0.9316928685789652,1.0429488057302336,0.9637157328502534,1.1176928084183682,1.0439921985411444,1.2429833168569386,52.54666468588192,1.2888387097434393,0.5831940889325673,0.6965326474535269,21528.727420055453,286.9826127481103,319.93713611548617,0.7428558647194736,0.959786325547141
1.2198683539686854,0.6649734885129135,1.2368910743568715,0.8182115731659395,0.8073326051927557,0.9878202827153651,42.18567109329501,1.131230288744954,0.5635254668030173,0.7456357679348805,29157.07658089425,286.4771337901097,312.2389514398549,1.210648481521888,0.7541839849986517
0.937160991169334,1.0119835461409157,1.0682002340724952,0.7956247759268125,0.906588372535866,0.9125296773125724,33.82110129573567,1.1741483864213709,0.4637984837435439,0.5506288715653167,22454.940129700703,298.7350517796957,304.51227768014536,0.5717430955311099,1.050686103885114
1.2199458855954692,1.0213560202510312,0.9786389790197884,0.930686100260328,1.1354747442509687,1.0792378030865295,45.60513989631563,1.1421326178885889,0.575675682781692,0.6088957030090396,26770.527324024435,290.10037822906946,314.07736278528205,0.425409271485107,0.9995120738169508
1.0325173783882264,0.8513248319882818,0.861743902829227,1.0694831703478165,0.978884828356783,1.0166190378663464,30.592255037911016,1.1899837094627874,0.5867310808139538,0.5569381642970027,22788.484341282216,289.48328754916446,313.46951430006794,2.0943994160017114,1.4288567749379706
